lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,mixed_type_col,usage_kwh
54.885,0.0,0.05,90.29,100.0,62100,327.0,125.19
9.47,0.0,0.01,80.89,100.0,5400,592.0,13.03
32.83,0.0,0.03,86.95,100.0,40500,729.0,57.78
9.9,0.0,0.02,96.1,100.0,53100,217.0,34.42
29.465,0.0,0.03,82.65,100.0,36900,785.0,56.99
4.5,0.0,0.0,55.34,100.0,10800,87.0,2.99
0.0,5.4,0.0,100.0,25.23,76500,28.0,6.3
5.18,0.0,0.0,48.07,100.0,19800,744.0,2.84
19.69,0.0,0.02,93.02,100.0,56700,462.0,49.9
30.67,0.0,0.03,89.76,100.0,50400,262.0,62.46
4.32,0.43,0.02,99.26,99.99,32400,417.0,35.39
4.1,0.0,0.0,77.57,100.0,16200,981.0,5.04
3.46,0.0,0.0,66.25,100.0,7200,880.0,3.06
0.0,5.4,0.0,100.0,23.52,36900,168.0,4.54
5.87,0.0,0.0,51.86,100.0,9000,738.0,3.56
36.04,0.0,0.03,83.7,100.0,41400,957.0,55.12
22.18,0.0,0.03,92.86,100.0,42300,131.0,55.51
24.95,0.0,0.04,96.87,100.0,68400,511.0,97.42
9.72,0.0,0.02,97.25,100.0,39600,921.0,40.57
0.0,5.4,0.0,100.0,18.12,72900,367.0,3.13
0.36,5.4,0.01,99.99,90.89,75600,247.0,23.0
5.15,0.0,0.0,53.25,100.0,27900,942.0,3.24
2.16,0.9,0.01,99.78,99.96,39600,364.0,32.18
5.04,0.0,0.0,51.9,100.0,14400,515.0,3.06
16.63,0.0,0.02,94.75,100.0,55800,892.0,49.28
4.61,0.0,0.0,59.58,100.0,25200,953.0,3.42
2.95,0.0,0.0,66.97,100.0,85500,500.0,2.66
4.25,0.0,0.0,66.85,100.0,1800,985.0,3.82
53.32,0.0,0.05,90.67,100.0,36000,279.0,114.62
0.0,5.4,0.0,100.0,28.5,78300,308.0,4.1
0.0,5.4,0.01,100.0,96.07,64800,853.0,30.92
34.49,0.0,0.03,86.23,100.0,37800,821.0,58.72
38.41,0.0,0.03,82.06,100.0,56700,692.0,55.15
0.0,5.4,0.01,100.0,85.52,75600,647.0,23.83
43.88,0.0,0.05,94.79,100.0,62100,74.0,125.19
9.9,0.0,0.0,62.8,100.0,27900,970.0,7.99
36.07,0.0,0.03,90.04,100.0,54900,332.0,74.63
0.25,5.4,0.0,94.01,42.99,44100,693.0,9.36
11.41,0.4,0.03,98.86,100.0,72000,528.0,37.89
38.27,0.0,0.03,86.84,100.0,2700,695.0,67.03
0.0,5.4,0.01,100.0,70.93,54900,751.0,11.41
6.12,0.0,0.0,61.63,100.0,19800,118.0,4.79
3.02,0.0,0.0,62.985,100.0,85500,727.0,3.24
5.04,0.0,0.0,48.7,100.0,18900,834.0,2.81
4.1,0.0,0.0,70.45,100.0,18000,922.0,4.07
6.23,0.0,0.0,43.27,100.0,11700,725.0,2.99
41.04,0.0,0.04,91.89,100.0,69300,979.0,95.58
53.42,0.0,0.05,89.81,100.0,36900,408.0,109.12
0.0,5.4,0.0,100.0,19.28,71100,730.0,4.28
54.885,0.0,0.05,87.63,100.0,39600,309.0,105.37
27.58,0.0,0.05,80.86,100.0,84600,193.0,37.91
16.27,0.0,0.02,94.37,100.0,36900,684.0,46.4
54.885,0.0,0.02,87.05,100.0,53100,877.0,48.46
5.22,0.0,0.0,46.87,100.0,5400,471.0,2.77
13.36,0.0,0.03,97.4,100.0,38700,328.0,57.46
0.0,5.4,0.0,100.0,25.7,77400,260.0,3.13
2.12,0.32,0.0,84.21,99.54,85500,402.0,3.31
0.0,5.4,0.0,100.0,35.07,66600,160.0,5.58
2.84,0.0,0.0,79.95,100.0,18000,43.0,3.78
0.72,4.43,0.02,99.98,99.15,75600,217.0,33.84
39.6,0.0,0.05,95.35,100.0,70200,942.0,125.19
0.0,5.4,0.0,100.0,14.33,69300,74.0,3.67
25.38,0.0,0.02,81.18,100.0,15300,597.0,35.28
48.35,0.0,0.02,71.66,100.0,30600,637.0,49.68
2.41,0.22,0.0,92.75,99.93,28800,891.0,5.98
4.18,0.0,0.0,75.07,100.0,18000,984.0,4.75
39.85,0.0,0.03,85.04,100.0,49500,583.0,64.4
0.0,0.0,0.0,100.0,18.71,50400,442.0,3.38
0.0,5.4,0.0,100.0,28.845,67500,685.0,3.96
0.22,4.07,0.02,100.0,99.43,79200,933.0,37.8
6.41,0.0,0.0,58.97,100.0,4500,721.0,4.68
3.1,0.0,0.0,69.42,100.0,15300,668.0,2.99
4.97,0.0,0.0,57.14,100.0,23400,426.0,3.46
30.85,0.0,0.03,90.59,100.0,56700,139.0,65.99
7.34,0.0,0.0,41.52,100.0,18000,629.0,3.35
0.0,5.4,0.0,100.0,20.05,67500,81.0,4.14
0.0,5.4,0.0,100.0,20.48,70200,823.0,2.81
4.1,0.0,0.0,60.31,100.0,19800,854.0,3.1
4.0,0.0,0.0,66.17,100.0,14400,772.0,3.53
39.74,0.0,0.05,92.95,100.0,74700,483.0,100.19
0.0,5.4,0.0,100.0,12.8,68400,40.0,3.42
21.49,0.07,0.03,95.56,100.0,57600,524.0,69.66
4.46,0.0,0.0,71.87,100.0,6300,136.0,4.61
2.56,0.0,0.0,77.11,100.0,7200,603.0,3.1
6.16,0.0,0.0,69.83,100.0,81900,483.0,6.01
13.25,0.04,0.02,94.35,100.0,65700,338.0,37.73
5.08,0.0,0.0,48.4,100.0,6300,528.0,2.81
5.8,0.0,0.0,75.94,100.0,82800,493.0,6.77
0.0,5.4,0.0018459915692051,100.0,18.12,67500,278.0,4.0
0.11,5.4,0.01,100.0,97.09,64800,526.0,31.21
0.0,5.4,0.0,100.0,23.46,68400,6.0,2.92
32.65,0.0,0.03,86.29,100.0,50400,586.0,55.76
5.47,0.0,0.0,45.18,100.0,23400,755.0,2.77
12.53,3.96,0.02,96.67,99.65,47700,370.0,47.34
0.0,5.4,0.0,100.0,15.08,71100,857.0,4.18
3.85,0.0,0.0,57.98,100.0,18900,696.0,2.74
0.0,5.4,0.0,100.0,15.03,64800,585.0,4.03
0.0,5.4,0.0,100.0,16.82,45000,978.0,4.25
39.46,0.0,0.03,84.95,100.0,55800,809.0,63.54
0.0,5.4,0.01,100.0,81.73,50400,273.0,14.65
6.08,0.0,0.0,42.32,100.0,15300,126.0,2.84
6.48,0.0,0.0,45.92,100.0,15300,563.0,3.35
20.66,0.0,0.03,93.72,100.0,69300,546.0,55.51
47.48,0.0,0.05,90.73,100.0,49500,262.0,102.46
0.0,5.4,0.0,100.0,14.01,48600,182.0,3.6
4.36,0.0,0.0,52.65,100.0,21600,876.0,2.7
0.0,5.4,0.0,100.0,18.38,62100,674.0,3.13
5.62,0.0,0.0,44.21,100.0,22500,239.0,2.77
31.72,0.0,0.02,86.06,100.0,49500,96.0,53.6
5.72,0.0,0.0,46.69,100.0,9000,54.0,125.19
4.21,0.0,0.0,63.82,100.0,85500,582.0,3.49
3.13,0.0,0.0,69.08,100.0,84600,658.0,2.99
0.0,5.4,0.0,100.0,28.34,76500,775.0,6.66
0.0,5.4,0.0,100.0,39.89,65700,268.0,3.35
22.0,0.0,0.04,96.37,100.0,50400,217.0,79.38
0.0,5.4,0.0,100.0,26.77,80100,995.0,3.74
4.86,0.0,0.0,63.83,100.0,24300,967.0,4.03
0.0,5.4,0.0,100.0,25.24,53100,299.0,28.19
0.0,5.4,0.0,100.0,99.99,54000,64.0,3.02
27.18,0.0,0.02,80.84,100.0,26100,945.0,37.33
54.885,0.0,0.05,86.28,100.0,31500,755.0,108.68
0.0,5.4,0.0,100.0,24.76,38700,383.0,4.25
35.35,0.0,0.04,93.76,100.0,57600,860.0,95.36
4.64,0.0,0.0,62.76,100.0,4500,222.0,3.74
38.23,0.0,0.03,87.77,100.0,85500,604.0,70.02
0.0,5.4,0.0,100.0,20.35,74700,985.0,4.46
4.46,0.0,0.0,50.79,100.0,900,840.0,2.63
30.46,0.0,0.01,72.71,100.0,85500,54.0,32.26
4.03,0.0,0.0,71.66,100.0,0,52.0,4.14
0.0,5.4,0.0,100.0,25.58,32400,295.0,5.4
3.71,0.0,0.0,79.715,100.0,4500,290.0,3.13
5.87,0.0,0.0,44.05,100.0,10800,299.0,2.88
0.61,5.4,0.02,99.99,98.56,75600,256.0,36.9
0.0,5.4,0.0,100.0,25.12,73800,60.0,2.99
0.0,5.4,0.0019290611898193,100.0,20.23,45000,30.0,4.18
5.58,0.0,0.0,44.46,100.0,21600,500.0,2.77
0.0,5.4,0.0,100.0,44.9,76500,261.0,10.15
0.0,5.4,0.0,100.0,23.43,56700,629.0,2.95
7.7,0.0,0.0,51.37,100.0,28800,97.0,4.61
20.84,0.0,0.02,93.14,100.0,36900,299.0,53.32
5.76,0.0,0.0,49.03,100.0,25200,111.0,3.24
5.04,0.0,0.0,54.89,100.0,14400,757.0,3.31
0.0,5.4,0.01,100.0,94.48,34200,92.0,29.27
51.73,0.0,0.05,92.34,100.0,32400,277.0,124.49
5.44,0.0,0.0,47.29,100.0,81000,13.0,2.92
32.98,0.0,0.03,85.97,100.0,53100,32.0,55.51
54.04,0.0,0.03,80.32,100.0,30600,919.0,72.86
0.9,2.41,0.02,99.97,99.8,56700,959.0,38.23
5.26,0.0,0.0,46.6,100.0,9900,443.0,2.77
0.0,5.4,0.0,100.0,24.86,45000,975.0,5.44
3.24,0.0,0.0,71.14,100.0,85500,336.0,3.28
4.72,0.0,0.0,69.87,100.0,8100,916.0,4.61
25.42,0.0,0.02,88.54,100.0,32400,178.0,48.42
0.0,5.4,0.0,100.0,38.1,38700,945.0,3.28
53.9,0.0,0.0,59.36,100.0,18900,886.0,2.84
5.98,0.0,0.0,51.15,100.0,5400,127.0,3.56
44.78,0.0,0.03,85.57,100.0,43200,776.0,74.05
36.76,0.0,0.04,92.4,100.0,42300,44.0,88.85
0.0,5.4,0.01,100.0,96.41,63900,572.0,29.92
0.0,5.4,0.0,100.0,23.73,54000,100.0,3.64
23.69,0.0,0.02,91.62,100.0,52200,368.0,54.18
19.08,2.41,0.02,93.87,99.89,65700,899.0,51.95
15.73,0.0,0.02,95.62,100.0,58500,180.0,51.41
3.49,0.0,0.0,74.09,100.0,8100,908.0,3.85
4.1,0.0,0.0,69.47,100.0,28800,845.0,3.96
32.33,0.0,0.04,94.14,100.0,70200,556.0,90.25
4.5,0.0,0.0,49.88,100.0,12600,928.0,2.59
16.06,0.0,0.02,94.75,100.0,54000,744.0,47.59
0.0,5.4,0.0,100.0,23.7,53100,210.0,3.53
11.88,0.0,0.03,98.07,100.0,37800,884.0,59.65
32.15,0.0,0.03,86.87,100.0,57600,600.0,56.38
19.98,0.0,0.02,91.73,100.0,60300,901.0,46.04
4.5,0.0,0.0,59.25,100.0,81000,997.0,3.31
51.26,0.0,0.05,90.16,100.0,40500,410.0,106.81
0.0,5.4,0.0,100.0,48.66,40500,204.0,3.13
3.96,0.0,0.0,60.64,100.0,24300,65.0,3.02
6.98,5.4,0.0,44.72,100.0,10800,394.0,3.49
19.8,0.07,0.0212012131723206,91.83,100.0,63000,852.0,45.94
54.885,0.0,0.05,86.42,100.0,30600,55.0,125.19
17.86,0.0,0.02,92.7,100.0,39600,724.0,44.14
0.0,5.4,0.0,100.0,21.67,77400,260.0,3.82
0.0,5.4,0.0,100.0,18.25,54000,309.0,3.2
4.86,0.0,0.0,58.0,100.0,81900,580.0,3.46
0.04,5.4,0.0,99.99,25.08,79200,51.0,2.77
21.38,0.0,0.02,92.07,100.0,52200,761.0,50.44
0.0,5.4,0.0,100.0,18.95,45000,205.0,4.28
4.18,0.0,0.0,58.18,100.0,900,671.0,2.99
3.2,0.0,0.0,68.27,100.0,9900,657.0,2.99
0.0,5.4,0.0,100.0,18.76,79200,816.0,3.92
1.22,3.64,0.01,99.93,99.36,74700,266.0,31.9
7.38,0.0,0.0,42.45,100.0,5400,36.0,3.46
5.44,0.0,0.0,47.67,100.0,5400,295.0,2.95
4.21,0.0,0.0,52.4,100.0,4500,403.0,2.59
3.1,0.14,0.0,76.74,99.93,84600,611.0,3.71
7.06,0.0,0.05,95.17,100.0,59400,802.0,103.9
54.65,0.0,0.05,92.55,100.0,55800,862.0,125.19
21.71,0.25,0.04,97.42,100.0,35100,177.0,4.03
4.21,4.1,0.02,99.29,99.33,74700,889.0,35.17
36.47,0.0,0.03,86.81,100.0,32400,403.0,63.79
0.0,5.4,0.0,79.715,23.43,67500,420.0,3.02
47.92,0.0,0.03,77.79,100.0,66600,885.0,59.33
4.18,0.0,0.0,75.07,100.0,23400,430.0,4.75
5.87,0.0,0.0,45.39,100.0,19800,732.0,2.99
0.0,5.4,0.0,100.0,12.7,73800,470.0,3.42
0.0,5.4,0.0,100.0,25.79,74700,960.0,2.99
22.9,0.0,0.03,92.41,100.0,67500,53.0,55.37
5.0,0.0,0.0,49.91,100.0,24300,893.0,2.88
0.0,0.04,0.0,100.0,18.19,35100,708.0,3.17
49.75,0.0,0.05,92.55,100.0,34200,291.0,121.57
5.29,0.0,0.0,62.27,100.0,23400,129.0,4.21
28.22,0.0,0.03,90.04,100.0,60300,278.0,58.39
19.62,0.0,0.05,98.27,100.0,63900,606.0,57.28
7.13,0.0,0.0,41.37,100.0,81900,51.0,3.24
28.91,0.0,0.03,89.79,100.0,52200,487.0,58.97
5.11,0.0,0.0,52.72,100.0,25200,793.0,3.17
3.89,0.0,0.0,70.07,100.0,27000,865.0,3.82
6.62,0.0,0.0,54.02,100.0,1800,999.0,4.25
5.11,0.0,0.0,46.17,100.0,22500,508.0,2.66
18.5,0.0,0.02,90.66,100.0,43200,305.0,39.74
1.08,5.4,0.0,96.15,34.57,80100,939.0,3.78
32.83,0.0,0.03,91.33,100.0,70200,903.0,73.62
0.0,5.4,0.0,100.0,17.07,73800,78.0,2.92
2.3,0.18,0.0,82.98,99.86,18000,650.0,3.42
4.21,0.0,0.0,64.25,100.0,2700,755.0,3.53
0.0,5.4,0.0,79.715,15.39,55800,357.0,3.82
0.0,5.4,0.01,100.0,91.13,64800,597.0,26.6
34.63,0.0,0.03,85.96,100.0,61200,616.0,58.25
33.84,0.0,0.03,87.61,100.0,41400,999.0,61.49
0.0,5.4,0.0,100.0,21.69,67500,704.0,3.24
32.65,0.0,0.05,95.55,100.0,37800,241.0,105.8
0.0,5.4,0.0,100.0,22.47,76500,85.0,3.71
34.99,0.0,0.04,93.73,100.0,73800,615.0,94.14
43.38,0.0,0.04,87.9,100.0,66600,398.0,79.96
2.63,1.51,0.02,99.82,99.94,76500,215.0,43.63
0.0,5.4,0.0,100.0,17.47,57600,895.0,3.31
4.82,0.0,0.0,63.1,100.0,82800,669.0,3.92
11.63,1.04,0.02,95.81,99.96,47700,567.0,38.88
3.67,0.0,0.0,63.54,100.0,14400,396.0,3.02
3.67,0.0,0.0,65.72,100.0,12600,58.0,3.2
4.9,0.0,0.0,69.38,100.0,1800,561.0,4.72
0.0,5.4,0.0,100.0,26.9,46800,650.0,7.2
5.94,0.0,0.0,44.12,100.0,27000,273.0,2.92
4.64,0.32,0.01,98.48,99.99,46800,851.0,26.32
1.44,5.4,0.02,99.91,97.61,63900,903.0,33.62
3.89,0.0,0.0,61.32,100.0,18900,485.0,3.02
36.29,0.0,0.03,89.75,100.0,73800,196.0,73.84
5.65,0.0,0.0,56.71,100.0,81900,313.0,3.89
23.76,0.29,0.04,96.37,100.0,73800,470.0,85.75
12.64,0.0,0.04,98.91,100.0,72900,635.0,84.92
13.79,0.04,0.02,96.55,100.0,55800,840.0,51.12
3.06,0.0,0.0,75.84,100.0,3600,459.0,3.56
41.08,0.0,0.03,84.7,100.0,39600,577.0,65.45
5.11,0.0,0.0,50.88,100.0,12600,121.0,3.02
0.0,5.4,0.0,100.0,50.4,65700,419.0,3.53
3.42,0.0,0.0,66.68,100.0,85500,566.0,3.06
9.5,0.0,0.02,97.39,100.0,54900,325.0,40.79
5.72,0.0,0.0,45.84,100.0,21600,824.0,2.95
0.0,5.4,0.0,100.0,16.16,76500,832.0,3.92
5.44,0.07,0.0,45.38,99.97,80100,199.0,2.77
5.58,0.0,0.0,42.63,100.0,81900,149.0,2.63
0.0,5.4,0.0,100.0,20.65,72900,100.0,3.67
0.0,5.4,0.0,100.0,25.93,68400,163.0,3.71
0.61,3.2,0.02,99.98,99.59,71100,18.0,35.06
54.885,0.0,0.05,87.06,100.0,41400,253.0,57.28
1.26,0.97,0.02,99.95,99.97,53100,581.0,38.12
2.81,0.04,0.0,78.24,100.0,16200,730.0,3.53
0.0,5.4,0.01,100.0,93.4,36900,505.0,28.04
5.65,0.0,0.0,64.11,100.0,30600,774.0,4.72
4.18,0.0,0.0,72.73,100.0,19800,508.0,4.43
15.3,0.0,0.02,95.64,100.0,36000,299.0,50.08
0.0,5.4,0.0,100.0,18.35,69300,204.0,5.04
31.32,0.0,0.04,95.07,100.0,54000,441.0,96.01
4.5,0.0,0.0,58.43,100.0,18900,31.0,3.24
5.04,0.0,0.0,50.51,100.0,18900,639.0,2.95
5.15,0.0,0.0,47.9,100.0,23400,121.0,2.81
0.0,5.4,0.0,100.0,17.0,69300,153.0,125.19
31.0,0.0,0.04,93.18,100.0,70200,557.0,79.56
0.0,5.4,0.0,100.0,23.4,54900,32.0,3.31
0.0,5.4,0.0,100.0,26.31,45000,556.0,3.67
0.0,5.4,0.0,100.0,18.62,46800,510.0,4.72
12.42,0.0,0.02,96.47,100.0,42300,128.0,45.47
0.0,5.4,0.0,100.0,26.57,38700,464.0,3.71
9.72,0.0,0.02,97.06,100.0,70200,994.0,39.17
5.08,0.0,0.0,55.85,100.0,2700,411.0,3.42
52.67,0.0,0.03,73.63,100.0,31500,854.0,57.31
38.09,0.0,0.03,82.18,100.0,53100,61.0,54.94
12.71,1.76,0.04,98.94,99.98,79200,857.0,86.44
17.14,0.0,0.02,95.31,100.0,59400,595.0,53.96
0.18,3.13,0.01,100.0,99.45,77400,464.0,29.66
4.14,0.0,0.0,64.45,100.0,12600,920.0,3.49
7.63,0.0,0.0,41.6,100.0,6300,628.0,3.49
43.31,0.0,0.05,94.32,100.0,55800,250.0,122.98
4.68,0.36,0.0,83.16,99.35,5400,846.0,3.13
4.1,0.0,0.0,74.43,100.0,81900,871.0,4.57
34.67,0.0,0.03,86.1,100.0,48600,489.0,58.68
54.885,0.0,0.05,89.62,100.0,71100,53.0,121.07
5.76,0.0,0.0,50.28,100.0,7200,48.0,3.35
5.4,0.0,0.0,54.28,100.0,7200,173.0,3.49
0.0,5.4,0.0,100.0,18.15,67500,15.0,3.31
0.0,5.4,0.0,100.0,16.92,78300,798.0,3.74
3.92,0.0,0.0,59.21,100.0,0,936.0,2.88
0.0,5.4,0.0,100.0,18.02,47700,68.0,3.06
0.0,5.4,0.0,100.0,19.76,68400,813.0,2.99
35.06,0.0,0.04,92.73,100.0,39600,985.0,86.87
5.29,0.0,0.0,74.06,100.0,14400,663.0,3.42
23.62,0.0,0.02,82.51,100.0,0,588.0,34.49
4.46,0.0,0.0,83.62,100.0,9900,490.0,6.8
0.0,5.4,0.0,100.0,22.16,36000,249.0,3.2
0.0,5.4,0.0,100.0,15.13,52200,970.0,3.35
10.66,0.0,0.01,63.89,100.0,28800,982.0,13.61
0.0,5.4,0.0,100.0,20.41,41400,995.0,2.95
53.78,0.0,0.05,89.57,100.0,40500,863.0,108.32
16.49,0.0,0.03,96.21,100.0,74700,892.0,58.18
1.91,0.29,0.0,83.34,99.5,8100,560.0,2.88
4.57,0.0,0.0,51.42,100.0,5400,195.0,2.74
3.85,0.0,0.0,59.9,100.0,83700,800.0,2.88
3.28,0.0,0.0,68.22,100.0,27000,384.0,3.06
26.71,0.0,0.03,90.07,100.0,72900,855.0,55.37
0.0,5.4,0.0,100.0,17.14,78300,19.0,3.82
17.93,0.0,0.02,92.52,100.0,36000,123.0,43.7
37.76,0.0,0.02,67.97,100.0,29700,632.0,34.99
0.0,5.4,0.0,100.0,20.25,79200,127.0,3.49
14.72,0.0,0.04,98.82,100.0,71100,857.0,94.86
1.98,1.44,0.02,90.68,99.91,38700,668.0,33.8
32.62,0.0,0.04,94.75,100.0,54000,304.0,96.7
42.05,0.0,0.05,92.55,100.0,42300,321.0,102.78
3.89,0.0,0.0,62.32,100.0,9000,343.0,3.1
39.82,0.0,0.02,80.58,100.0,29700,887.0,54.18
0.0,5.4,0.0,100.0,20.69,69300,243.0,3.67
4.36,0.0,0.0,53.21,100.0,0,446.0,2.74
38.88,0.0,0.02,80.53,100.0,66600,66.0,52.81
44.32,0.0,0.05,91.3,100.0,60300,221.0,99.18
4.82,0.0,0.0,62.41,100.0,0,345.0,3.85
0.0,5.4,0.0,100.0,17.92,58500,18.0,4.57
0.0,5.4,0.0,100.0,23.09,72900,87.0,2.99
7.06,0.0,0.04,91.85,100.0,70200,117.0,95.08
0.0,5.4,0.0,100.0,15.32,63900,5.0,2.7
0.0,5.4,0.0,100.0,17.91,73800,720.0,3.1
3.42,0.0,0.0,60.37,100.0,10800,975.0,2.59
0.0,5.4,0.0,100.0,22.16,43200,879.0,3.78
54.885,5.4,0.0,100.0,26.01,69300,822.0,2.88
4.18,0.0,0.0,60.43,100.0,17100,509.0,3.17
0.0,4.72,0.0,100.0,52.61,85500,532.0,2.92
3.6,0.0,0.0,67.68,100.0,14400,939.0,3.31
28.69,0.0,0.02,80.04,100.0,10800,615.0,38.3
0.0,5.4,0.0,100.0,22.39,75600,517.0,3.2
3.89,0.0,0.0,71.69,100.0,10800,276.0,4.0
12.85,0.0,0.02,96.87,100.0,61200,174.0,50.15
4.72,0.0,0.0,51.15,100.0,15300,306.0,2.81
3.35,0.0,0.0,67.92,100.0,83700,428.0,3.1
3.6,0.0,0.0,69.29,100.0,18000,74.0,3.46
3.02,0.32,0.0,81.26,99.71,84600,749.0,4.21
3.02,0.07,0.0,77.22,99.98,0,722.0,3.67
0.0,5.4,0.0,100.0,18.27,77400,533.0,4.79
5.44,0.0,0.0,51.98,100.0,9900,253.0,3.31
4.25,0.0,0.0,57.54,100.0,27000,514.0,2.99
40.43,0.0,0.05,93.57,100.0,36900,911.0,107.24
53.68,0.0,0.04,82.19,100.0,42300,316.0,77.44
4.75,0.0,0.0,80.34,100.0,27900,433.0,6.41
3.53,0.0,0.0,72.45,100.0,18900,718.0,3.71
0.0,5.4,0.0,100.0,18.83,77400,549.0,4.28
20.23,0.0,0.02,93.22,100.0,70200,913.0,52.09
54.885,0.0,0.0,53.51,100.0,81900,14.0,2.92
1.3,3.17,0.0,91.36,67.75,31500,273.0,2.92
54.885,0.0,0.05,90.8,100.0,66600,129.0,119.88
54.885,0.0,0.03,76.79,100.0,30600,419.0,54.94
36.22,0.0,0.05,94.51,100.0,54900,806.0,104.76
9.36,0.61,0.03,97.465,100.0,37800,975.0,68.22
3.71,0.0,0.0,63.13,100.0,19800,217.0,3.02
54.885,0.0,0.04,83.3,100.0,42300,596.0,97.56
4.25,0.0,0.0,52.04,100.0,10800,202.0,2.59
2.77,0.0,0.0,45.24,100.0,8100,251.0,2.81
21.02,0.0,0.01,76.01,100.0,43200,171.0,24.59
4.79,0.0,0.0,52.05,100.0,16200,874.0,2.92
16.94,5.4,0.0,99.98,65.76,56700,634.0,10.37
30.795,0.0,0.03,88.37,100.0,39600,568.0,66.28
5.8,0.0,0.0,44.47,100.0,18000,777.0,2.88
0.0,5.4,0.0,100.0,21.3,57600,199.0,3.64
0.0,5.36,0.0,100.0,44.99,4500,357.0,2.7
3.89,0.0,0.0,67.51,100.0,84600,206.0,3.56
0.0,5.4,0.0,100.0,15.99,45900,210.0,3.82
34.78,0.0,0.03,87.03,100.0,59400,591.0,61.45
0.0,0.0,0.0,100.0,20.15,75600,293.0,4.43
0.0,5.4,0.0,100.0,20.68,68400,533.0,3.89
54.885,0.0,0.05,89.99,100.0,35100,608.0,116.6
0.0,5.4,0.0,100.0,26.87,46800,992.0,4.64
0.0,5.4,0.0,100.0,19.18,79200,553.0,5.08
25.45,0.0,0.03,93.91,100.0,72900,465.0,69.55
9.25,0.0,0.02,97.88,100.0,69300,937.0,44.24
26.35,0.0,0.03,92.09,100.0,36000,675.0,62.24
4.46,0.0,0.0,52.35,100.0,83700,209.0,2.74
31.36,0.0,0.02,85.8,100.0,37800,894.0,52.38
42.44,0.0,0.05,92.4,100.0,55800,688.0,102.56
0.0,5.4,0.0,100.0,17.27,45000,695.0,4.64
4.0,0.0,0.0,61.63,100.0,17100,516.0,3.13
26.75,0.0,0.02,88.6,100.0,72900,93.0,51.12
7.7,0.0,0.0,53.06,100.0,28800,28.0,4.82
44.35,0.0,0.05,93.73,100.0,33300,15.0,125.19
2.81,0.0,0.0,62.11,100.0,10800,764.0,3.31
0.0,5.4,0.0,100.0,17.37,72000,858.0,3.06
8.39,5.4,0.01,91.51,82.44,44100,740.0,19.04
13.64,0.0,0.02,96.18,100.0,52200,311.0,47.95
28.87,0.0,0.03,90.36,100.0,60300,592.0,60.91
0.0,5.4,0.0,100.0,20.87,67500,209.0,3.78
0.0,5.4,0.0,100.0,22.88,73800,472.0,2.74
13.86,0.14,0.02,95.17,100.0,58500,577.0,42.98
0.0,5.4,0.0,100.0,20.19,76500,848.0,3.46
2.27,0.0,0.0,80.31,100.0,18000,105.0,3.06
54.885,0.0,0.05,89.99,100.0,67500,320.0,117.65
4.57,0.04,0.01,97.99,100.0,41400,884.0,22.46
12.96,0.0,0.02,95.06,100.0,58500,237.0,39.67
32.11,0.0,0.04,93.54,100.0,67500,423.0,84.96
30.64,0.0,0.02,84.75,100.0,67500,115.0,48.92
0.0,5.0,0.0013614187822887,100.0,50.81,42300,638.0,2.95
4.5,0.0,0.0,58.9,100.0,25200,81.0,3.28
0.0,3.89,0.0,100.0,60.43,3600,784.0,125.19
26.6,0.0,0.02,88.45,100.0,33300,322.0,50.44
5.83,0.0,0.0,58.54,100.0,9000,79.0,4.21
0.0,5.4,0.0,100.0,22.76,79200,37.0,3.82
0.0,5.4,0.0,100.0,20.73,73800,948.0,4.5
2.27,0.07,0.0,80.95,99.98,29700,362.0,3.13
4.14,0.0,0.0,57.64,100.0,8100,91.0,2.92
9.54,0.0,0.0,68.78,100.0,28800,366.0,9.04
5.04,0.0,0.0,54.55,100.0,2700,498.0,3.28
0.0,5.4,0.0,100.0,32.35,45000,435.0,5.87
26.5,0.0,0.02,86.5,100.0,70200,893.0,45.68
5.04,0.0,0.0,50.13,100.0,12600,569.0,2.92
0.0,4.28,0.0,100.0,56.36,66600,166.0,2.92
4.28,0.0,0.0,55.29,100.0,22500,923.0,2.84
19.73,0.11,0.02,93.88,100.0,63000,472.0,53.75
54.25,0.0,0.02,68.06,100.0,31500,62.0,50.4
21.82,0.0,0.03,94.79,100.0,59400,401.0,64.94
3.78,0.0,0.0,60.07,100.0,19800,789.0,2.84
43.78,0.0,0.04,94.785,100.0,53100,193.0,78.77
0.0,5.4,0.0,100.0,17.22,77400,226.0,2.92
0.07,5.4,0.0,100.0,27.71,46800,679.0,7.63
5.33,0.0,0.0,51.47,100.0,18000,604.0,3.2
22.9,0.0,0.02,90.42,100.0,69300,464.0,48.49
4.79,0.0,0.0,69.88,100.0,27900,321.0,4.68
54.885,0.0,0.02,72.19,100.0,30600,756.0,53.96
4.97,0.0,0.0,48.28,100.0,15300,133.0,2.74
0.0,5.4,0.0,100.0,22.21,73800,570.0,3.28
39.82,0.0,0.03,86.68,100.0,58500,498.0,69.23
9.54,2.16,0.01,95.32,99.74,65700,691.0,30.06
30.35,0.0,0.01,72.25,100.0,29700,590.0,31.72
4.86,0.0,0.0,51.5,100.0,17100,494.0,2.92
3.53,0.0,0.0,65.5,100.0,9900,10.0,3.06
33.05,5.4,0.04,93.6,100.0,35100,327.0,4.03
